5.522856235504150391e+00,4.854196608066558838e-01,3.097843885421752930e+00,1.000000000000000000e+00,-9.705537377158179879e-05,-2.691236149985343218e-04,-8.433907350990921259e-05
1.574954867362976074e+00,6.855622768402099609e+00,5.856070041656494141e+00,1.000000000000000000e+00,-1.719491119729354978e-04,-1.603095552127342671e-05,-6.816483801230788231e-05
3.526199579238891602e+00,1.531744837760925293e+00,1.530350446701049805e+00,9.999997615814208984e-01,5.877941148355603218e-04,4.981416277587413788e-04,2.766370744211599231e-05
6.011276721954345703e+00,5.634850978851318359e+00,6.609921455383300781e+00,9.999954700469970703e-01,-1.133395708166062832e-03,-2.244657604023814201e-03,1.685347524471580982e-03
5.603974342346191406e+00,5.436293125152587891e+00,2.473120450973510742e+00,1.000000000000000000e+00,7.780925807310268283e-05,2.084667794406414032e-04,1.091725698643131182e-05
6.261988162994384766e+00,1.287914514541625977e+00,5.567974567413330078e+00,1.000000000000000000e+00,4.564196569845080376e-05,-3.120502515230327845e-04,-1.394487335346639156e-04
2.861203193664550781e+00,3.188053846359252930e+00,7.334548473358154297e+00,9.999998807907104492e-01,3.920235903933644295e-04,2.442090481054037809e-04,7.202768028946593404e-05
5.552960872650146484e+00,2.944328308105468750e+00,3.410982608795166016e+00,1.000000000000000000e+00,5.042690827394835651e-05,-3.567264357116073370e-04,-5.617110218736343086e-05
8.180524110794067383e-01,2.241053819656372070e+00,5.454650878906250000e+00,1.000000000000000000e+00,4.103515238966792822e-04,-1.191845149151049554e-04,-5.204567423788830638e-05
3.972489595413208008e+00,5.304959297180175781e+00,4.376060485839843750e+00,9.999997019767761230e-01,-1.653188228374347091e-04,7.433400605805218220e-04,2.043263375526294112e-04
6.355559349060058594e+00,5.443843364715576172e+00,5.000915527343750000e+00,9.999997615814208984e-01,-4.431743873283267021e-04,-4.888261319138109684e-04,1.391594269080087543e-04
1.927485466003417969e+00,2.654058694839477539e+00,1.779216051101684570e+00,1.000000000000000000e+00,3.400498535484075546e-04,6.307541480055078864e-05,-4.985737541574053466e-05
4.565064907073974609e+00,7.252279758453369141e+00,5.108631134033203125e+00,1.000000000000000000e+00,-1.093672690331004560e-04,-3.595808229874819517e-04,-1.974326005438342690e-05
3.224297761917114258e+00,3.261433601379394531e+00,5.260130405426025391e+00,9.999999403953552246e-01,3.137234016321599483e-04,2.605552726890891790e-04,4.569165321299806237e-05
2.258944958448410034e-01,3.331226587295532227e+00,1.165854096412658691e+00,9.999979138374328613e-01,1.550949993543326855e-03,-5.714368307963013649e-04,-1.250067609362304211e-03
6.656164646148681641e+00,6.907292366027832031e+00,6.131739616394042969e+00,9.999997615814208984e-01,3.472044481895864010e-04,-5.539919366128742695e-04,-3.740075917448848486e-04
3.174760580062866211e+00,7.568285614252090454e-02,1.719776749610900879e+00,1.000000000000000000e+00,-1.016050737234763801e-04,2.505302254576236010e-04,5.676220098393969238e-05
8.642715215682983398e-02,2.017968177795410156e+00,7.232424736022949219e+00,9.999999403953552246e-01,8.881738176569342613e-05,-4.328359791543334723e-04,-4.951695882482454181e-05
4.179296016693115234e+00,6.323671340942382812e+00,6.264008045196533203e+00,9.999999403953552246e-01,-4.507270059548318386e-04,3.492415999062359333e-05,9.267095447285100818e-05
4.709162712097167969e+00,2.640817642211914062e+00,2.287181854248046875e+00,1.000000000000000000e+00,3.408894990570843220e-04,1.289181673200801015e-04,-3.000246215378865600e-05
4.383367538452148438e+00,8.798040151596069336e-01,1.456689357757568359e+00,1.000000000000000000e+00,1.097624135582009330e-06,-3.274721966590732336e-04,-7.287690095836296678e-05
4.935104846954345703e+00,1.593262553215026855e+00,5.285262584686279297e+00,1.000000000000000000e+00,6.646382189501309767e-06,-2.551008947193622589e-04,-4.255667533925588941e-07
4.353790283203125000e+00,6.493679523468017578e+00,7.765928506851196289e-01,9.999999403953552246e-01,-1.111322562792338431e-04,4.264336312189698219e-04,1.263958838535472751e-04
7.054964542388916016e+00,4.522111415863037109e+00,2.939022302627563477e+00,9.999994039535522461e-01,-5.487232119776308537e-04,-8.860432426445186138e-04,-3.546972002368420362e-04
5.430572032928466797e+00,4.787631511688232422e+00,1.047931551933288574e+00,9.999977350234985352e-01,4.783288386533968151e-05,1.500692917034029961e-03,1.498381840065121651e-03
5.060916900634765625e+00,6.622737646102905273e-01,7.269571781158447266e+00,1.000000000000000000e+00,2.064315485768020153e-04,-5.061764022684656084e-05,-2.723763172980397940e-04
2.050659507513046265e-01,4.596701145172119141e+00,5.227983474731445312e+00,9.999998807907104492e-01,-3.731863398570567369e-04,-3.565803053788840771e-04,-8.213196269934996963e-05
6.915449142456054688e+00,2.732096672058105469e+00,7.469493865966796875e+00,9.999998211860656738e-01,6.916669080965220928e-04,5.574060924118384719e-05,-5.378746936912648380e-05
